Event_ID,irwinID,Incid_Name,Incid_Type,Map_ID,Map_Prog,Asmnt_Type,BurnBndAc,BurnBndLat,BurnBndLon,Ig_Date,Pre_ID,Post_ID,Perim_ID,dNBR_offst,dNBR_stdDv,NoData_T,IncGreen_T,Low_T,Mod_T,High_T,Comment,Year,cluster_dbscan,cluster_hdbscan,cluster_kmeans
CA3312611651920130523,,FELIPE,Wildfire,20692,MTBS,Initial,2961,33.12,-116.542,2013-05-23,804003720130522,804003720130607,,28,-9999,-970,-150,90,269,490,,2013,1,1,0
CA3306911654520130526,,GENERAL,Wildfire,20693,MTBS,Initial,1431,33.041,-116.498,2013-05-26,804003720130522,804003720130607,,13,-9999,-970,-150,50,280,9999,,2013,1,1,0
CA3305611654820130706,,CHARIOT,Wildfire,20694,MTBS,Initial,7250,32.928,-116.458,2013-07-06,804003720130623,804003720130709,,-25,-9999,-970,-150,50,254,490,,2013,1,1,0
CA3370511672620130715,,MOUNTAIN,Wildfire,20697,MTBS,Initial,28202,33.734,-116.635,2013-07-15,504003720110805,804003720130810,,39,-9999,-970,-150,120,318,560,,2013,-1,1,1
CA3361811742120130805,,FALLS,Wildfire,20705,MTBS,Initial,1577,33.637,-117.393,2013-08-05,804003720130725,804003720130810,,31,-9999,-970,-150,90,323,590,,2013,-1,1,0
CA3337411729920131005,,DELUZ,Wildfire,20706,MTBS,Initial,2358,33.362,-117.314,2013-10-05,804003720130927,804003720131013,,-17,-9999,-970,-150,50,292,560,,2013,2,1,0
CA3260811624320120517,,BORDER 6,Wildfire,1625,MTBS,Initial,5301,32.579,-116.264,2012-05-17,503903720110526,703903720120520,,-55,-9999,-970,-150,40,9999,9999,,2012,-1,1,0
CA3271011638520120617,,OLD 2,Wildfire,1628,MTBS,Initial,1058,32.693,-116.367,2012-06-17,503903720110713,703903720120707,703903720120621,-65,-9999,-970,-150,15,325,9999,,2012,-1,1,0
CA3306611643120120524,,BANNER,Wildfire,1630,MTBS,Initial,5371,33.053,-116.45,2012-05-24,504003720110618,704003720120612,,5,-9999,-970,-150,60,300,9999,Adjacent to prior-year burn,2012,1,1,0
CA3312711649920120813,,STEWART,Wildfire,1637,MTBS,Initial,9501,33.138,-116.495,2012-08-13,503903720110915,704003720120916,,-50,-9999,-970,-150,60,312,590,,2012,1,1,0
CA3317711645720120813,,WILSON,Wildfire,1642,MTBS,Initial,12048,33.191,-116.462,2012-08-13,503903720110915,704003720120916,,-15,-9999,-970,-150,50,450,9999,,2012,1,1,0
CA3337111674720120809,,CHIHUAHUA 2,Wildfire,1650,MTBS,Initial,2120,33.39,-116.721,2012-08-09,504003720100903,704003720120916,704003720120831,20,-9999,-970,-150,100,325,9999,,2012,-1,1,0
CA3264811636520120923,,SHOCKEY,Wildfire,1656,MTBS,Initial,2667,32.618,-116.335,2012-09-23,503903720111102,703903720121027,,20,-9999,-970,-150,75,339,630,,2012,-1,1,0
CA3385711693820120616,,HIGHLAND,Wildfire,1667,MTBS,Initial,2178,33.848,-116.959,2012-06-16,504003720110805,704003720120714,704003720120628,30,-9999,-970,-150,125,460,9999,,2012,0,1,0
CA3510511831220120717,,SAND,Wildfire,1691,MTBS,Initial,1380,35.119,-118.301,2012-07-17,504103620110727,704103620120721,,20,-9999,-970,-150,90,385,520,,2012,-1,1,2
CA3534111823820120810,,JAWBONE COMPLEX,Wildfire,1701,MTBS,Extended,12211,35.282,-118.222,2012-08-10,504103620100419,804103620130411,704103620120907,80,-9999,-970,-150,175,319,525,,2012,-1,1,1
CA3355611691120120814,,BUCK,Wildfire,1732,MTBS,Extended,2579,33.581,-116.856,2012-08-14,504003720110501,804003720130420,704003720120831,30,-9999,-970,-150,125,275,525,,2012,-1,1,0
CA3423811772220120902,,WILLIAMS,Wildfire,1833,MTBS,Extended,4146,34.261,-117.79,2012-09-02,504103620110711,804103620130614,704103620120923,200,-9999,-970,-150,225,446,725,,2012,6,1,0
AZ3327111471120110829,,THREE SLASHES,Wildfire,2802,MTBS,Initial,4581,33.275,-114.703,2011-08-29,503803720100905,503803720110908,,13,-9999,-970,-150,60,300,580,,2011,-1,0,0
CA3309811647820111001,,GREAT,Wildfire,2830,MTBS,Initial,2261,33.06,-116.502,2011-10-01,704003720110829,504003720111008,,45,-9999,-970,-150,95,313,569,,2011,1,1,0
CA3327711653720110721,,EAGLE,Wildfire,2831,MTBS,Extended,14743,33.314,-116.478,2011-07-21,504003720100701,704003720120628,,-38,-9999,-970,-150,20,140,300,,2011,1,1,0
CA3393811708020110806,,GILMAN,Wildfire,2832,MTBS,Initial,1066,33.929,-117.08,2011-08-06,504003620110805,504003620110821,,-26,-9999,-970,-150,20,240,9999,,2011,0,1,0
CA3435511743420110902,,HILL,Wildfire,2833,MTBS,Initial,1337,34.368,-117.448,2011-09-02,504003620110821,504003620110906,,-10,-9999,-970,-150,40,214,423,,2011,-1,1,0
CA3507211843420110904,,CANYON,Wildfire,2834,MTBS,Initial,14707,35.016,-118.395,2011-09-04,504103620100926,504103620110929,,-20,-9999,-970,-150,40,320,620,,2011,-1,1,1
CA3511711878320110910,,COMANCHE,Wildfire,2835,MTBS,Initial,25965,35.117,-118.759,2011-09-10,504103620110828,504103620110929,,2,-9999,-970,-150,55,9999,9999,,2011,-1,1,1
CA3511811837820110910,,KEENE COMPLEX,Wildfire,2836,MTBS,Initial,8769,35.285,-118.492,2011-09-10,504103620110828,504103620110929,,3,-9999,-970,-150,55,350,585,,2011,5,1,2
CA3536411577420110828,,WELLS,Wildfire,2837,MTBS,Initial,1841,35.356,-115.775,2011-08-28,503903620110814,503903620111017,,2,-9999,-970,-150,30,9999,9999,,2011,-1,0,3
CA3539511864020110910,,BRECKENRIDGE COMPLEX,Wildfire,2838,MTBS,Initial,27229,35.39,-118.698,2011-09-10,504103620110828,504103620110929,,-2,-9999,-970,-150,50,9999,9999,,2011,5,1,1
CA3550411987920110619,,ANTELOPE,Wildfire,2839,MTBS,Initial,5262,35.458,-119.892,2011-06-19,504203520110616,504203520110702,,7,-9999,-970,-150,55,339,459,,2011,-1,1,2
CA3506111988620100515,,COTTON,Wildfire,18667,MTBS,Initial,2083,35.061,-119.886,2010-05-15,504203620100512,504203620100613,,42,-9999,-970,-150,70,320,9999,,2010,-1,1,2
CA3511611978620100515,,WASH,Wildfire,18668,MTBS,Initial,1039,35.116,-119.786,2010-05-15,504203620100512,504203620100613,,95,-9999,-970,-150,130,500,9999,,2010,-1,1,2
CA3465412058320101028,,BEAR CREEK,Wildfire,18741,MTBS,Initial,1311,34.654,-120.583,2010-10-28,504203620100901,504203620101104,,-26,-9999,-970,-150,30,356,695,,2010,-1,1,2
CA3289411681720100821,,MONTE,Wildfire,18742,MTBS,Initial,1013,32.894,-116.817,2010-08-21,504003720100818,504003720100919,,24,-9999,-970,-150,70,400,9999,,2010,-1,1,0
CA3334311736220100713,,ALISO,Wildfire,18743,MTBS,Initial,3264,33.343,-117.362,2010-07-13,504003720100530,504003720100717,,37,-9999,-970,-150,95,249,450,,2010,2,1,0
CA3385911750220100520,,MCKINLEY,Wildfire,18744,MTBS,Initial,1210,33.859,-117.502,2010-05-20,504003720100514,504003720100530,,18,-9999,-970,-150,65,400,9999,,2010,4,1,0
CA3506611841220100717,,WEST,Wildfire,18750,MTBS,Initial,1790,35.066,-118.412,2010-07-17,504103620100708,504103620100825,,-2,-9999,-970,-150,50,205,400,,2010,-1,1,2
CA3365811690720100717,,VALLEY COMPLEX,Wildfire,18751,MTBS,Initial,1012,33.658,-116.907,2010-07-17,504003720100530,504003720100717,,29,-9999,-970,-150,100,250,450,,2010,-1,1,0
CA3457611822820100729,,CROWN,Wildfire,19183,MTBS,Initial,14033,34.576,-118.228,2010-07-29,504103620100724,504103620100809,,22,-9999,-970,-150,75,309,575,,2010,-1,1,1
CA3532912032020100821,,POZO,Wildfire,19185,MTBS,Initial,1347,35.329,-120.320,2010-08-21,504203620100816,504203620100901,,-3,-9999,-970,-150,40,363,700,,2010,-1,1,2
CA3483911890520100824,,POST,Wildfire,19186,MTBS,Initial,1454,34.839,-118.905,2010-08-24,504103620100809,504103620100910,,1,-9999,-970,-150,50,261,505,,2010,3,1,2
CA3480311887820240615,0DC18BD0-8B1E-49B7-BF2D-75D5140D286B,POST,Wildfire,10030430,MTBS,Initial,15832,34.722,-118.833,2024-06-15,804103620240612,804103620240628,,15,13,-970,-150,65,400,585,,2024,3,1,1
CA3528611528620230728,B9E0F397-DE63-4B90-B5DA-9D04A7D2381B,YORK,Wildfire,10031047,MTBS,Initial,94736,35.305,-115.206,2023-07-28,A11SPU20230719_30m,A11SPU20230808_30m,,4,5,-970,-150,45,275,375,,2023,-1,0,3
CA3552211889720230801,E3496E18-73E9-4C83-BA88-2A0805CC469E,EAST,Wildfire,10031143,MTBS,Initial,1687,35.49,-118.878,2023-08-01,804103520230728,804203520230804,,-10,10,-970,-150,40,9999,9999,,2023,-1,1,2
CA3494811969120230819,B31604C4-AC56-47F4-85A8-222B39107AC5,PLANT,Wildfire,10031146,MTBS,Initial,6305,34.936,-119.787,2023-08-19,904203620230812,904203620230828,,57,31,-970,-150,125,625,850,Found high severity by using 2024 imagery.,2023,-1,1,2
CA3519911969620240713,3A93ED29-EB55-491C-90B2-6A12FC14D162,HURRICANE,Wildfire,10031531,MTBS,Initial,13488,35.195,-119.656,2024-07-13,A11SKV20240709_30m,A11SKV20240729_30m,,-5,5,-970,-150,30,9999,9999,,2024,-1,1,2
CA3433311901820231209,4836B1E0-E9E7-4B89-8DFC-1D1029F53B72,SOUTH,Wildfire,10031777,MTBS,Initial,3164,34.304,-119.076,2023-12-09,904203620231202,804203620231210,,15,22,-970,-150,70,450,9999,,2023,-1,1,2
CA3488511889720230707,EA00B1B4-5871-4C87-AB80-9B68D5098CD0,DISTRICT,Wildfire,10031781,MTBS,Initial,1073,34.889,-118.901,2023-07-07,904103620230704,804103620230712,,-20,19,-970,-150,70,9999,9999,,2023,3,1,2
CA3343811682320231030,A81913DF-822A-4ADB-A61F-A3B07B21FFB4,HIGHLAND,Wildfire,10031804,MTBS,Initial,2531,33.452,-116.868,2023-10-30,A11SNT20231027_30m,B11SNT20231104_30m,,31,17,-970,-150,70,425,9999,Identified very limited amount of moderate severity due to shrubs/grassland being most of the biomass.,2023,-1,1,0
CA3347511672520230727,BD1CCE01-5E88-4ED7-A146-5FBBC6524C8F,BONNY,Wildfire,10031829,MTBS,Extended,2280,33.465,-116.688,2023-07-27,B11SNT20230604_30m,A11SNT20240606_30m,,-8,24,-970,-150,40,202,400,"Used perimeter from WFIGS with slight adjustments.

CA3347311671720230805 was a duplicate of this fire.",2023,-1,1,0
CA3389011707120230714,04F24B12-E13F-4C7E-80AF-C8AA1A4C8FAB,RABBIT,Wildfire,10031830,MTBS,Initial,8625,33.89,-117.026,2023-07-14,804003620230705,804003620230721,,-30,20,-970,-150,20,375,9999,Used perimeter from WFIGS with slight adjustments.,2023,0,1,1
CA3361311664520230710,,THOMAS MOUNTAIN BURN UNIT 2,Prescribed Fire,10031838,MTBS,Extended,1908,33.616,-116.659,2023-07-10,804003720230603,904003720240613,,-5,42,-970,-150,60,236,450,Small portion in the north-west end (tip)of the fire perimeter was re-burnt in 2024 so the severity (high) in the area may re-present false accuracy for 2023.,2023,-1,1,0
CA3389711605420230610,D7FDF4ED-E454-4CC5-BAC9-DB6B2046AF8E,GEOLOGY,Wildfire,10031882,MTBS,Initial,1068,33.904,-116.044,2023-06-10,903903620230604,804003620230619,,-14,9,-970,-150,20,9999,9999,,2023,-1,1,0
